Id,Country_Region,Province_State,Date,ConfirmedCases,Fatalities
4452,Canada,Manitoba,2020-03-26,36.0,0.0
4453,Canada,Manitoba,2020-03-27,39.0,1.0
4454,Canada,Manitoba,2020-03-28,64.0,1.0
4455,Canada,Manitoba,2020-03-29,72.0,1.0
4456,Canada,Manitoba,2020-03-30,96.0,1.0
4457,Canada,Manitoba,2020-03-31,103.0,1.0
4458,Canada,Manitoba,2020-04-01,127.0,1.0
4495,Canada,New Brunswick,2020-01-22,0.0,0.0
4496,Canada,New Brunswick,2020-01-23,0.0,0.0
4497,Canada,New Brunswick,2020-01-24,0.0,0.0
4498,Canada,New Brunswick,2020-01-25,0.0,0.0
4499,Canada,New Brunswick,2020-01-26,0.0,0.0
4500,Canada,New Brunswick,2020-01-27,0.0,0.0
4501,Canada,New Brunswick,2020-01-28,0.0,0.0
4502,Canada,New Brunswick,2020-01-29,0.0,0.0
4503,Canada,New Brunswick,2020-01-30,0.0,0.0
4504,Canada,New Brunswick,2020-01-31,0.0,0.0
4505,Canada,New Brunswick,2020-02-01,0.0,0.0
4506,Canada,New Brunswick,2020-02-02,0.0,0.0
4507,Canada,New Brunswick,2020-02-03,0.0,0.0
4508,Canada,New Brunswick,2020-02-04,0.0,0.0
4509,Canada,New Brunswick,2020-02-05,0.0,0.0
4510,Canada,New Brunswick,2020-02-06,0.0,0.0
4511,Canada,New Brunswick,2020-02-07,0.0,0.0
4512,Canada,New Brunswick,2020-02-08,0.0,0.0
4513,Canada,New Brunswick,2020-02-09,0.0,0.0
4514,Canada,New Brunswick,2020-02-10,0.0,0.0
4515,Canada,New Brunswick,2020-02-11,0.0,0.0
4516,Canada,New Brunswick,2020-02-12,0.0,0.0
4517,Canada,New Brunswick,2020-02-13,0.0,0.0
4518,Canada,New Brunswick,2020-02-14,0.0,0.0
4519,Canada,New Brunswick,2020-02-15,0.0,0.0
4520,Canada,New Brunswick,2020-02-16,0.0,0.0
4521,Canada,New Brunswick,2020-02-17,0.0,0.0
4522,Canada,New Brunswick,2020-02-18,0.0,0.0
4523,Canada,New Brunswick,2020-02-19,0.0,0.0
4524,Canada,New Brunswick,2020-02-20,0.0,0.0
4525,Canada,New Brunswick,2020-02-21,0.0,0.0
4526,Canada,New Brunswick,2020-02-22,0.0,0.0
4527,Canada,New Brunswick,2020-02-23,0.0,0.0
4528,Canada,New Brunswick,2020-02-24,0.0,0.0
4529,Canada,New Brunswick,2020-02-25,0.0,0.0
4530,Canada,New Brunswick,2020-02-26,0.0,0.0
4531,Canada,New Brunswick,2020-02-27,0.0,0.0
4532,Canada,New Brunswick,2020-02-28,0.0,0.0
4533,Canada,New Brunswick,2020-02-29,0.0,0.0
4534,Canada,New Brunswick,2020-03-01,0.0,0.0
4535,Canada,New Brunswick,2020-03-02,0.0,0.0
4536,Canada,New Brunswick,2020-03-03,0.0,0.0
4537,Canada,New Brunswick,2020-03-04,0.0,0.0
4538,Canada,New Brunswick,2020-03-05,0.0,0.0
4539,Canada,New Brunswick,2020-03-06,0.0,0.0
4540,Canada,New Brunswick,2020-03-07,0.0,0.0
4541,Canada,New Brunswick,2020-03-08,0.0,0.0
4542,Canada,New Brunswick,2020-03-09,0.0,0.0
4543,Canada,New Brunswick,2020-03-10,0.0,0.0
4544,Canada,New Brunswick,2020-03-11,1.0,0.0
4545,Canada,New Brunswick,2020-03-12,1.0,0.0
4546,Canada,New Brunswick,2020-03-13,1.0,0.0
4547,Canada,New Brunswick,2020-03-14,1.0,0.0
4548,Canada,New Brunswick,2020-03-15,2.0,0.0
4549,Canada,New Brunswick,2020-03-16,6.0,0.0
4550,Canada,New Brunswick,2020-03-17,8.0,0.0
4551,Canada,New Brunswick,2020-03-18,11.0,0.0
4552,Canada,New Brunswick,2020-03-19,11.0,0.0
4553,Canada,New Brunswick,2020-03-20,11.0,0.0
4554,Canada,New Brunswick,2020-03-21,17.0,0.0
4555,Canada,New Brunswick,2020-03-22,17.0,0.0
4556,Canada,New Brunswick,2020-03-23,17.0,0.0
4557,Canada,New Brunswick,2020-03-24,18.0,0.0
4558,Canada,New Brunswick,2020-03-25,18.0,0.0
4559,Canada,New Brunswick,2020-03-26,33.0,0.0
4560,Canada,New Brunswick,2020-03-27,45.0,0.0
4561,Canada,New Brunswick,2020-03-28,51.0,0.0
4562,Canada,New Brunswick,2020-03-29,66.0,0.0
4563,Canada,New Brunswick,2020-03-30,68.0,0.0
4564,Canada,New Brunswick,2020-03-31,70.0,0.0
4565,Canada,New Brunswick,2020-04-01,81.0,0.0
4602,Canada,Newfoundland and Labrador,2020-01-22,0.0,0.0
4603,Canada,Newfoundland and Labrador,2020-01-23,0.0,0.0
4604,Canada,Newfoundland and Labrador,2020-01-24,0.0,0.0
4605,Canada,Newfoundland and Labrador,2020-01-25,0.0,0.0
4606,Canada,Newfoundland and Labrador,2020-01-26,0.0,0.0
4607,Canada,Newfoundland and Labrador,2020-01-27,0.0,0.0
4608,Canada,Newfoundland and Labrador,2020-01-28,0.0,0.0
4609,Canada,Newfoundland and Labrador,2020-01-29,0.0,0.0
4610,Canada,Newfoundland and Labrador,2020-01-30,0.0,0.0
4611,Canada,Newfoundland and Labrador,2020-01-31,0.0,0.0
4612,Canada,Newfoundland and Labrador,2020-02-01,0.0,0.0
4613,Canada,Newfoundland and Labrador,2020-02-02,0.0,0.0
4614,Canada,Newfoundland and Labrador,2020-02-03,0.0,0.0
4615,Canada,Newfoundland and Labrador,2020-02-04,0.0,0.0
4616,Canada,Newfoundland and Labrador,2020-02-05,0.0,0.0
4617,Canada,Newfoundland and Labrador,2020-02-06,0.0,0.0
4618,Canada,Newfoundland and Labrador,2020-02-07,0.0,0.0
4619,Canada,Newfoundland and Labrador,2020-02-08,0.0,0.0
4620,Canada,Newfoundland and Labrador,2020-02-09,0.0,0.0
4621,Canada,Newfoundland and Labrador,2020-02-10,0.0,0.0
4622,Canada,Newfoundland and Labrador,2020-02-11,0.0,0.0
4623,Canada,Newfoundland and Labrador,2020-02-12,0.0,0.0
4624,Canada,Newfoundland and Labrador,2020-02-13,0.0,0.0
4625,Canada,Newfoundland and Labrador,2020-02-14,0.0,0.0
4626,Canada,Newfoundland and Labrador,2020-02-15,0.0,0.0
4627,Canada,Newfoundland and Labrador,2020-02-16,0.0,0.0
4628,Canada,Newfoundland and Labrador,2020-02-17,0.0,0.0
4629,Canada,Newfoundland and Labrador,2020-02-18,0.0,0.0
4630,Canada,Newfoundland and Labrador,2020-02-19,0.0,0.0
4631,Canada,Newfoundland and Labrador,2020-02-20,0.0,0.0
4632,Canada,Newfoundland and Labrador,2020-02-21,0.0,0.0
4633,Canada,Newfoundland and Labrador,2020-02-22,0.0,0.0
4634,Canada,Newfoundland and Labrador,2020-02-23,0.0,0.0
4635,Canada,Newfoundland and Labrador,2020-02-24,0.0,0.0
4636,Canada,Newfoundland and Labrador,2020-02-25,0.0,0.0
4637,Canada,Newfoundland and Labrador,2020-02-26,0.0,0.0
4638,Canada,Newfoundland and Labrador,2020-02-27,0.0,0.0
4639,Canada,Newfoundland and Labrador,2020-02-28,0.0,0.0
4640,Canada,Newfoundland and Labrador,2020-02-29,0.0,0.0
4641,Canada,Newfoundland and Labrador,2020-03-01,0.0,0.0
4642,Canada,Newfoundland and Labrador,2020-03-02,0.0,0.0
4643,Canada,Newfoundland and Labrador,2020-03-03,0.0,0.0
4644,Canada,Newfoundland and Labrador,2020-03-04,0.0,0.0
4645,Canada,Newfoundland and Labrador,2020-03-05,0.0,0.0
4646,Canada,Newfoundland and Labrador,2020-03-06,0.0,0.0
4647,Canada,Newfoundland and Labrador,2020-03-07,0.0,0.0
4648,Canada,Newfoundland and Labrador,2020-03-08,0.0,0.0
4649,Canada,Newfoundland and Labrador,2020-03-09,0.0,0.0
4650,Canada,Newfoundland and Labrador,2020-03-10,0.0,0.0
4651,Canada,Newfoundland and Labrador,2020-03-11,0.0,0.0
4652,Canada,Newfoundland and Labrador,2020-03-12,0.0,0.0
4653,Canada,Newfoundland and Labrador,2020-03-13,0.0,0.0
4654,Canada,Newfoundland and Labrador,2020-03-14,0.0,0.0
4655,Canada,Newfoundland and Labrador,2020-03-15,1.0,0.0
4656,Canada,Newfoundland and Labrador,2020-03-16,1.0,0.0
4657,Canada,Newfoundland and Labrador,2020-03-17,3.0,0.0
4658,Canada,Newfoundland and Labrador,2020-03-18,3.0,0.0
4659,Canada,Newfoundland and Labrador,2020-03-19,3.0,0.0
4660,Canada,Newfoundland and Labrador,2020-03-20,4.0,0.0
4661,Canada,Newfoundland and Labrador,2020-03-21,6.0,0.0
4662,Canada,Newfoundland and Labrador,2020-03-22,9.0,0.0
4663,Canada,Newfoundland and Labrador,2020-03-23,24.0,0.0
4664,Canada,Newfoundland and Labrador,2020-03-24,35.0,0.0
4665,Canada,Newfoundland and Labrador,2020-03-25,35.0,0.0
4666,Canada,Newfoundland and Labrador,2020-03-26,82.0,0.0
4667,Canada,Newfoundland and Labrador,2020-03-27,102.0,0.0
4668,Canada,Newfoundland and Labrador,2020-03-28,120.0,0.0
4669,Canada,Newfoundland and Labrador,2020-03-29,135.0,0.0
4670,Canada,Newfoundland and Labrador,2020-03-30,148.0,1.0
4671,Canada,Newfoundland and Labrador,2020-03-31,152.0,1.0
4672,Canada,Newfoundland and Labrador,2020-04-01,175.0,1.0
4709,Canada,Northwest Territories,2020-01-22,0.0,0.0
4710,Canada,Northwest Territories,2020-01-23,0.0,0.0
4711,Canada,Northwest Territories,2020-01-24,0.0,0.0
4712,Canada,Northwest Territories,2020-01-25,0.0,0.0
4713,Canada,Northwest Territories,2020-01-26,0.0,0.0
4714,Canada,Northwest Territories,2020-01-27,0.0,0.0
4715,Canada,Northwest Territories,2020-01-28,0.0,0.0
4716,Canada,Northwest Territories,2020-01-29,0.0,0.0
4717,Canada,Northwest Territories,2020-01-30,0.0,0.0
4718,Canada,Northwest Territories,2020-01-31,0.0,0.0
4719,Canada,Northwest Territories,2020-02-01,0.0,0.0
4720,Canada,Northwest Territories,2020-02-02,0.0,0.0
4721,Canada,Northwest Territories,2020-02-03,0.0,0.0
4722,Canada,Northwest Territories,2020-02-04,0.0,0.0
4723,Canada,Northwest Territories,2020-02-05,0.0,0.0
4724,Canada,Northwest Territories,2020-02-06,0.0,0.0
4725,Canada,Northwest Territories,2020-02-07,0.0,0.0
4726,Canada,Northwest Territories,2020-02-08,0.0,0.0
4727,Canada,Northwest Territories,2020-02-09,0.0,0.0
4728,Canada,Northwest Territories,2020-02-10,0.0,0.0
4729,Canada,Northwest Territories,2020-02-11,0.0,0.0
4730,Canada,Northwest Territories,2020-02-12,0.0,0.0
4731,Canada,Northwest Territories,2020-02-13,0.0,0.0
4732,Canada,Northwest Territories,2020-02-14,0.0,0.0
4733,Canada,Northwest Territories,2020-02-15,0.0,0.0
4734,Canada,Northwest Territories,2020-02-16,0.0,0.0
4735,Canada,Northwest Territories,2020-02-17,0.0,0.0
4736,Canada,Northwest Territories,2020-02-18,0.0,0.0
4737,Canada,Northwest Territories,2020-02-19,0.0,0.0
4738,Canada,Northwest Territories,2020-02-20,0.0,0.0
4739,Canada,Northwest Territories,2020-02-21,0.0,0.0
4740,Canada,Northwest Territories,2020-02-22,0.0,0.0
4741,Canada,Northwest Territories,2020-02-23,0.0,0.0
4742,Canada,Northwest Territories,2020-02-24,0.0,0.0
4743,Canada,Northwest Territories,2020-02-25,0.0,0.0
4744,Canada,Northwest Territories,2020-02-26,0.0,0.0
4745,Canada,Northwest Territories,2020-02-27,0.0,0.0
4746,Canada,Northwest Territories,2020-02-28,0.0,0.0
4747,Canada,Northwest Territories,2020-02-29,0.0,0.0
4748,Canada,Northwest Territories,2020-03-01,0.0,0.0
4749,Canada,Northwest Territories,2020-03-02,0.0,0.0
4750,Canada,Northwest Territories,2020-03-03,0.0,0.0
4751,Canada,Northwest Territories,2020-03-04,0.0,0.0
4752,Canada,Northwest Territories,2020-03-05,0.0,0.0
4753,Canada,Northwest Territories,2020-03-06,0.0,0.0
4754,Canada,Northwest Territories,2020-03-07,0.0,0.0
4755,Canada,Northwest Territories,2020-03-08,0.0,0.0
4756,Canada,Northwest Territories,2020-03-09,0.0,0.0
4757,Canada,Northwest Territories,2020-03-10,0.0,0.0
4758,Canada,Northwest Territories,2020-03-11,0.0,0.0
4759,Canada,Northwest Territories,2020-03-12,0.0,0.0
4760,Canada,Northwest Territories,2020-03-13,0.0,0.0
4761,Canada,Northwest Territories,2020-03-14,0.0,0.0
4762,Canada,Northwest Territories,2020-03-15,0.0,0.0
4763,Canada,Northwest Territories,2020-03-16,0.0,0.0
4764,Canada,Northwest Territories,2020-03-17,0.0,0.0
4765,Canada,Northwest Territories,2020-03-18,0.0,0.0
4766,Canada,Northwest Territories,2020-03-19,0.0,0.0
4767,Canada,Northwest Territories,2020-03-20,0.0,0.0
4768,Canada,Northwest Territories,2020-03-21,0.0,0.0
4769,Canada,Northwest Territories,2020-03-22,0.0,0.0
4770,Canada,Northwest Territories,2020-03-23,0.0,0.0
4771,Canada,Northwest Territories,2020-03-24,0.0,0.0
4772,Canada,Northwest Territories,2020-03-25,0.0,0.0
4773,Canada,Northwest Territories,2020-03-26,1.0,0.0
4774,Canada,Northwest Territories,2020-03-27,1.0,0.0
4775,Canada,Northwest Territories,2020-03-28,1.0,0.0
4776,Canada,Northwest Territories,2020-03-29,1.0,0.0
4777,Canada,Northwest Territories,2020-03-30,1.0,0.0
4778,Canada,Northwest Territories,2020-03-31,1.0,0.0
4779,Canada,Northwest Territories,2020-04-01,2.0,0.0
4816,Canada,Nova Scotia,2020-01-22,0.0,0.0
4817,Canada,Nova Scotia,2020-01-23,0.0,0.0
4818,Canada,Nova Scotia,2020-01-24,0.0,0.0
4819,Canada,Nova Scotia,2020-01-25,0.0,0.0
4820,Canada,Nova Scotia,2020-01-26,0.0,0.0
4821,Canada,Nova Scotia,2020-01-27,0.0,0.0
4822,Canada,Nova Scotia,2020-01-28,0.0,0.0
4823,Canada,Nova Scotia,2020-01-29,0.0,0.0
4824,Canada,Nova Scotia,2020-01-30,0.0,0.0
4825,Canada,Nova Scotia,2020-01-31,0.0,0.0
4826,Canada,Nova Scotia,2020-02-01,0.0,0.0
4827,Canada,Nova Scotia,2020-02-02,0.0,0.0
4828,Canada,Nova Scotia,2020-02-03,0.0,0.0
4829,Canada,Nova Scotia,2020-02-04,0.0,0.0
4830,Canada,Nova Scotia,2020-02-05,0.0,0.0
4831,Canada,Nova Scotia,2020-02-06,0.0,0.0
4832,Canada,Nova Scotia,2020-02-07,0.0,0.0
4833,Canada,Nova Scotia,2020-02-08,0.0,0.0
4834,Canada,Nova Scotia,2020-02-09,0.0,0.0
4835,Canada,Nova Scotia,2020-02-10,0.0,0.0
4836,Canada,Nova Scotia,2020-02-11,0.0,0.0
4837,Canada,Nova Scotia,2020-02-12,0.0,0.0
4838,Canada,Nova Scotia,2020-02-13,0.0,0.0
4839,Canada,Nova Scotia,2020-02-14,0.0,0.0
4840,Canada,Nova Scotia,2020-02-15,0.0,0.0
4841,Canada,Nova Scotia,2020-02-16,0.0,0.0
4842,Canada,Nova Scotia,2020-02-17,0.0,0.0
4843,Canada,Nova Scotia,2020-02-18,0.0,0.0
4844,Canada,Nova Scotia,2020-02-19,0.0,0.0
4845,Canada,Nova Scotia,2020-02-20,0.0,0.0
4846,Canada,Nova Scotia,2020-02-21,0.0,0.0
4847,Canada,Nova Scotia,2020-02-22,0.0,0.0
4848,Canada,Nova Scotia,2020-02-23,0.0,0.0
4849,Canada,Nova Scotia,2020-02-24,0.0,0.0
4850,Canada,Nova Scotia,2020-02-25,0.0,0.0
4851,Canada,Nova Scotia,2020-02-26,0.0,0.0
4852,Canada,Nova Scotia,2020-02-27,0.0,0.0
4853,Canada,Nova Scotia,2020-02-28,0.0,0.0
4854,Canada,Nova Scotia,2020-02-29,0.0,0.0
4855,Canada,Nova Scotia,2020-03-01,0.0,0.0
4856,Canada,Nova Scotia,2020-03-02,0.0,0.0
4857,Canada,Nova Scotia,2020-03-03,0.0,0.0
4858,Canada,Nova Scotia,2020-03-04,0.0,0.0
4859,Canada,Nova Scotia,2020-03-05,0.0,0.0
4860,Canada,Nova Scotia,2020-03-06,0.0,0.0
4861,Canada,Nova Scotia,2020-03-07,0.0,0.0
4862,Canada,Nova Scotia,2020-03-08,0.0,0.0
4863,Canada,Nova Scotia,2020-03-09,0.0,0.0
4864,Canada,Nova Scotia,2020-03-10,0.0,0.0
4865,Canada,Nova Scotia,2020-03-11,0.0,0.0
4866,Canada,Nova Scotia,2020-03-12,0.0,0.0
4867,Canada,Nova Scotia,2020-03-13,0.0,0.0
4868,Canada,Nova Scotia,2020-03-14,0.0,0.0
4869,Canada,Nova Scotia,2020-03-15,0.0,0.0
4870,Canada,Nova Scotia,2020-03-16,5.0,0.0
4871,Canada,Nova Scotia,2020-03-17,7.0,0.0
4872,Canada,Nova Scotia,2020-03-18,12.0,0.0
4873,Canada,Nova Scotia,2020-03-19,14.0,0.0
4874,Canada,Nova Scotia,2020-03-20,15.0,0.0
4875,Canada,Nova Scotia,2020-03-21,21.0,0.0
4876,Canada,Nova Scotia,2020-03-22,28.0,0.0
4877,Canada,Nova Scotia,2020-03-23,41.0,0.0
4878,Canada,Nova Scotia,2020-03-24,51.0,0.0
4879,Canada,Nova Scotia,2020-03-25,68.0,0.0
4880,Canada,Nova Scotia,2020-03-26,73.0,0.0
4881,Canada,Nova Scotia,2020-03-27,90.0,0.0
4882,Canada,Nova Scotia,2020-03-28,110.0,0.0
4883,Canada,Nova Scotia,2020-03-29,122.0,0.0
4884,Canada,Nova Scotia,2020-03-30,127.0,0.0
4885,Canada,Nova Scotia,2020-03-31,147.0,0.0
4886,Canada,Nova Scotia,2020-04-01,173.0,0.0
4923,Canada,Ontario,2020-01-22,0.0,0.0
4924,Canada,Ontario,2020-01-23,0.0,0.0
4925,Canada,Ontario,2020-01-24,0.0,0.0
4926,Canada,Ontario,2020-01-25,0.0,0.0
4927,Canada,Ontario,2020-01-26,1.0,0.0
4928,Canada,Ontario,2020-01-27,1.0,0.0
4929,Canada,Ontario,2020-01-28,1.0,0.0
4930,Canada,Ontario,2020-01-29,1.0,0.0
4931,Canada,Ontario,2020-01-30,1.0,0.0
4932,Canada,Ontario,2020-01-31,3.0,0.0
4933,Canada,Ontario,2020-02-01,3.0,0.0
4934,Canada,Ontario,2020-02-02,3.0,0.0
4935,Canada,Ontario,2020-02-03,3.0,0.0
4936,Canada,Ontario,2020-02-04,3.0,0.0
4937,Canada,Ontario,2020-02-05,3.0,0.0
4938,Canada,Ontario,2020-02-06,3.0,0.0
4939,Canada,Ontario,2020-02-07,3.0,0.0
4940,Canada,Ontario,2020-02-08,3.0,0.0
4941,Canada,Ontario,2020-02-09,3.0,0.0
4942,Canada,Ontario,2020-02-10,3.0,0.0
4943,Canada,Ontario,2020-02-11,3.0,0.0
4944,Canada,Ontario,2020-02-12,3.0,0.0
4945,Canada,Ontario,2020-02-13,3.0,0.0
4946,Canada,Ontario,2020-02-14,3.0,0.0
4947,Canada,Ontario,2020-02-15,3.0,0.0
4948,Canada,Ontario,2020-02-16,3.0,0.0
4949,Canada,Ontario,2020-02-17,3.0,0.0
4950,Canada,Ontario,2020-02-18,3.0,0.0
4951,Canada,Ontario,2020-02-19,3.0,0.0
4952,Canada,Ontario,2020-02-20,3.0,0.0
4953,Canada,Ontario,2020-02-21,3.0,0.0
4954,Canada,Ontario,2020-02-22,3.0,0.0
4955,Canada,Ontario,2020-02-23,3.0,0.0
4956,Canada,Ontario,2020-02-24,4.0,0.0
4957,Canada,Ontario,2020-02-25,4.0,0.0
4958,Canada,Ontario,2020-02-26,4.0,0.0
4959,Canada,Ontario,2020-02-27,6.0,0.0
4960,Canada,Ontario,2020-02-28,6.0,0.0
4961,Canada,Ontario,2020-02-29,11.0,0.0
4962,Canada,Ontario,2020-03-01,15.0,0.0
4963,Canada,Ontario,2020-03-02,18.0,0.0
4964,Canada,Ontario,2020-03-03,20.0,0.0
4965,Canada,Ontario,2020-03-04,20.0,0.0
4966,Canada,Ontario,2020-03-05,22.0,0.0
4967,Canada,Ontario,2020-03-06,25.0,0.0
4968,Canada,Ontario,2020-03-07,28.0,0.0
4969,Canada,Ontario,2020-03-08,29.0,0.0
4970,Canada,Ontario,2020-03-09,34.0,0.0
4971,Canada,Ontario,2020-03-10,36.0,0.0
4972,Canada,Ontario,2020-03-11,41.0,0.0
4973,Canada,Ontario,2020-03-12,42.0,0.0
4974,Canada,Ontario,2020-03-13,74.0,0.0
4975,Canada,Ontario,2020-03-14,79.0,0.0
4976,Canada,Ontario,2020-03-15,104.0,0.0
4977,Canada,Ontario,2020-03-16,177.0,0.0
4978,Canada,Ontario,2020-03-17,185.0,1.0
4979,Canada,Ontario,2020-03-18,221.0,1.0
4980,Canada,Ontario,2020-03-19,257.0,1.0
4981,Canada,Ontario,2020-03-20,308.0,2.0
4982,Canada,Ontario,2020-03-21,377.0,3.0
4983,Canada,Ontario,2020-03-22,425.0,5.0
4984,Canada,Ontario,2020-03-23,503.0,6.0
4985,Canada,Ontario,2020-03-24,588.0,7.0
4986,Canada,Ontario,2020-03-25,688.0,8.0
4987,Canada,Ontario,2020-03-26,858.0,13.0
4988,Canada,Ontario,2020-03-27,994.0,18.0
4989,Canada,Ontario,2020-03-28,1144.0,18.0
4990,Canada,Ontario,2020-03-29,1355.0,21.0
4991,Canada,Ontario,2020-03-30,1706.0,31.0
4992,Canada,Ontario,2020-03-31,1966.0,33.0
4993,Canada,Ontario,2020-04-01,2392.0,37.0
5030,Canada,Prince Edward Island,2020-01-22,0.0,0.0
5031,Canada,Prince Edward Island,2020-01-23,0.0,0.0
5032,Canada,Prince Edward Island,2020-01-24,0.0,0.0
5033,Canada,Prince Edward Island,2020-01-25,0.0,0.0
5034,Canada,Prince Edward Island,2020-01-26,0.0,0.0
5035,Canada,Prince Edward Island,2020-01-27,0.0,0.0
5036,Canada,Prince Edward Island,2020-01-28,0.0,0.0
5037,Canada,Prince Edward Island,2020-01-29,0.0,0.0
5038,Canada,Prince Edward Island,2020-01-30,0.0,0.0
5039,Canada,Prince Edward Island,2020-01-31,0.0,0.0
5040,Canada,Prince Edward Island,2020-02-01,0.0,0.0
5041,Canada,Prince Edward Island,2020-02-02,0.0,0.0
5042,Canada,Prince Edward Island,2020-02-03,0.0,0.0
5043,Canada,Prince Edward Island,2020-02-04,0.0,0.0
5044,Canada,Prince Edward Island,2020-02-05,0.0,0.0
5045,Canada,Prince Edward Island,2020-02-06,0.0,0.0
5046,Canada,Prince Edward Island,2020-02-07,0.0,0.0
5047,Canada,Prince Edward Island,2020-02-08,0.0,0.0
5048,Canada,Prince Edward Island,2020-02-09,0.0,0.0
5049,Canada,Prince Edward Island,2020-02-10,0.0,0.0
5050,Canada,Prince Edward Island,2020-02-11,0.0,0.0
5051,Canada,Prince Edward Island,2020-02-12,0.0,0.0
5052,Canada,Prince Edward Island,2020-02-13,0.0,0.0
5053,Canada,Prince Edward Island,2020-02-14,0.0,0.0
5054,Canada,Prince Edward Island,2020-02-15,0.0,0.0
5055,Canada,Prince Edward Island,2020-02-16,0.0,0.0
5056,Canada,Prince Edward Island,2020-02-17,0.0,0.0
5057,Canada,Prince Edward Island,2020-02-18,0.0,0.0
5058,Canada,Prince Edward Island,2020-02-19,0.0,0.0
5059,Canada,Prince Edward Island,2020-02-20,0.0,0.0
5060,Canada,Prince Edward Island,2020-02-21,0.0,0.0
5061,Canada,Prince Edward Island,2020-02-22,0.0,0.0
5062,Canada,Prince Edward Island,2020-02-23,0.0,0.0
5063,Canada,Prince Edward Island,2020-02-24,0.0,0.0
5064,Canada,Prince Edward Island,2020-02-25,0.0,0.0
5065,Canada,Prince Edward Island,2020-02-26,0.0,0.0
5066,Canada,Prince Edward Island,2020-02-27,0.0,0.0
5067,Canada,Prince Edward Island,2020-02-28,0.0,0.0
5068,Canada,Prince Edward Island,2020-02-29,0.0,0.0
5069,Canada,Prince Edward Island,2020-03-01,0.0,0.0
5070,Canada,Prince Edward Island,2020-03-02,0.0,0.0
5071,Canada,Prince Edward Island,2020-03-03,0.0,0.0
5072,Canada,Prince Edward Island,2020-03-04,0.0,0.0
5073,Canada,Prince Edward Island,2020-03-05,0.0,0.0
5074,Canada,Prince Edward Island,2020-03-06,0.0,0.0
5075,Canada,Prince Edward Island,2020-03-07,0.0,0.0
5076,Canada,Prince Edward Island,2020-03-08,0.0,0.0
5077,Canada,Prince Edward Island,2020-03-09,0.0,0.0
5078,Canada,Prince Edward Island,2020-03-10,0.0,0.0
5079,Canada,Prince Edward Island,2020-03-11,0.0,0.0
5080,Canada,Prince Edward Island,2020-03-12,0.0,0.0
5081,Canada,Prince Edward Island,2020-03-13,0.0,0.0
5082,Canada,Prince Edward Island,2020-03-14,0.0,0.0
5083,Canada,Prince Edward Island,2020-03-15,1.0,0.0
5084,Canada,Prince Edward Island,2020-03-16,1.0,0.0
5085,Canada,Prince Edward Island,2020-03-17,1.0,0.0
5086,Canada,Prince Edward Island,2020-03-18,1.0,0.0
5087,Canada,Prince Edward Island,2020-03-19,2.0,0.0
5088,Canada,Prince Edward Island,2020-03-20,2.0,0.0
5089,Canada,Prince Edward Island,2020-03-21,2.0,0.0
5090,Canada,Prince Edward Island,2020-03-22,3.0,0.0
5091,Canada,Prince Edward Island,2020-03-23,3.0,0.0
5092,Canada,Prince Edward Island,2020-03-24,3.0,0.0
5093,Canada,Prince Edward Island,2020-03-25,5.0,0.0
5094,Canada,Prince Edward Island,2020-03-26,5.0,0.0
5095,Canada,Prince Edward Island,2020-03-27,9.0,0.0
5096,Canada,Prince Edward Island,2020-03-28,11.0,0.0
5097,Canada,Prince Edward Island,2020-03-29,11.0,0.0
5098,Canada,Prince Edward Island,2020-03-30,18.0,0.0
5099,Canada,Prince Edward Island,2020-03-31,21.0,0.0
5100,Canada,Prince Edward Island,2020-04-01,21.0,0.0
5137,Canada,Quebec,2020-01-22,0.0,0.0
5138,Canada,Quebec,2020-01-23,0.0,0.0
5139,Canada,Quebec,2020-01-24,0.0,0.0
5140,Canada,Quebec,2020-01-25,0.0,0.0
5141,Canada,Quebec,2020-01-26,0.0,0.0
5142,Canada,Quebec,2020-01-27,0.0,0.0
5143,Canada,Quebec,2020-01-28,0.0,0.0
5144,Canada,Quebec,2020-01-29,0.0,0.0
5145,Canada,Quebec,2020-01-30,0.0,0.0
5146,Canada,Quebec,2020-01-31,0.0,0.0
5147,Canada,Quebec,2020-02-01,0.0,0.0
5148,Canada,Quebec,2020-02-02,0.0,0.0
5149,Canada,Quebec,2020-02-03,0.0,0.0
5150,Canada,Quebec,2020-02-04,0.0,0.0
5151,Canada,Quebec,2020-02-05,0.0,0.0
5152,Canada,Quebec,2020-02-06,0.0,0.0
5153,Canada,Quebec,2020-02-07,0.0,0.0
5154,Canada,Quebec,2020-02-08,0.0,0.0
5155,Canada,Quebec,2020-02-09,0.0,0.0
5156,Canada,Quebec,2020-02-10,0.0,0.0
5157,Canada,Quebec,2020-02-11,0.0,0.0
5158,Canada,Quebec,2020-02-12,0.0,0.0
5159,Canada,Quebec,2020-02-13,0.0,0.0
5160,Canada,Quebec,2020-02-14,0.0,0.0
5161,Canada,Quebec,2020-02-15,0.0,0.0
5162,Canada,Quebec,2020-02-16,0.0,0.0
5163,Canada,Quebec,2020-02-17,0.0,0.0
5164,Canada,Quebec,2020-02-18,0.0,0.0
5165,Canada,Quebec,2020-02-19,0.0,0.0
5166,Canada,Quebec,2020-02-20,0.0,0.0
5167,Canada,Quebec,2020-02-21,0.0,0.0
5168,Canada,Quebec,2020-02-22,0.0,0.0
5169,Canada,Quebec,2020-02-23,0.0,0.0
